"Year","Site","X1","X2","OccCov1","OccCov2","CaptureCovariate1","Occ"
1,1,-1.65674425071806,-1.65674425071806,1.28575390790244,-0.277453458445394,-2.53576643596932,0
1,1,-1.65674425071806,-1.65674425071806,1.28575390790244,-0.277453458445394,-0.239227709514664,1
1,3,-1.35551802331477,-1.65674425071806,-0.804862193652819,0.846175620619361,-0.276613395961233,1
1,4,-1.20490490961313,-1.65674425071806,-0.687958985265344,1.1129683729281,-1.01592509806712,0
1,4,-1.20490490961313,-1.65674425071806,-0.687958985265344,1.1129683729281,-0.0766125503868844,0
1,4,-1.20490490961313,-1.65674425071806,-0.687958985265344,1.1129683729281,-0.363292995085515,0
1,5,-1.05429179591149,-1.65674425071806,-0.223960198019286,-1.08489457440822,-1.30489721125547,0
1,5,-1.05429179591149,-1.65674425071806,-0.223960198019286,-1.08489457440822,0.0929400666430235,0
1,5,-1.05429179591149,-1.65674425071806,-0.223960198019286,-1.08489457440822,1.71936986243957,1
1,6,-0.903678682209849,-1.65674425071806,0.410732453248598,-0.156591348531361,-0.625199614461455,0
1,7,-0.753065568508208,-1.65674425071806,-0.922937451530079,0.407957794375733,-0.645588744981289,0
1,7,-0.753065568508208,-1.65674425071806,-0.922937451530079,0.407957794375733,0.12667935459472,0
1,7,-0.753065568508208,-1.65674425071806,-0.922937451530079,0.407957794375733,-0.95698629875975,0
1,8,-0.602452454806566,-1.65674425071806,-0.283282126554885,-0.653447284633389,1.08268906714798,1
1,9,-0.451839341104924,-1.65674425071806,-0.445259023397706,-1.58809438120982,0.258986667144392,0
1,10,-0.301226227403283,-1.65674425071806,-0.863244671809813,-0.11536153050619,0.664079495302615,0
1,11,-0.150613113701641,-1.65674425071806,-0.866363877371111,3.50051595920264,-1.62354627705997,0
1,12,0,-1.65674425071806,-0.0461074324250004,0.447483718843775,0.501821603565125,0
1,12,0,-1.65674425071806,-0.0461074324250004,0.447483718843775,0.817384701643566,0
1,14,0.301226227403283,-1.65674425071806,0.0758266777053753,1.16996017446584,-2.39193014739865,0
1,15,0.451839341104924,-1.65674425071806,0.279846986794241,-1.23900523023915,0.262112803759852,0
1,16,0.602452454806566,-1.65674425071806,-0.799033268002372,0.806386399298855,-1.2508916633457,0
1,16,0.602452454806566,-1.65674425071806,-0.799033268002372,0.806386399298855,0.467734139781439,0
1,16,0.602452454806566,-1.65674425071806,-0.799033268002372,0.806386399298855,1.44382279530123,0
1,16,0.602452454806566,-1.65674425071806,-0.799033268002372,0.806386399298855,0.335864128861146,0
1,18,0.903678682209849,-1.65674425071806,0.718382895902156,0.554854395384242,1.82288379424405,0
1,18,0.903678682209849,-1.65674425071806,0.718382895902156,0.554854395384242,1.40586768630685,0
1,19,1.05429179591149,-1.65674425071806,-0.420781647116823,-0.21673889769031,1.15128120024042,1
1,19,1.05429179591149,-1.65674425071806,-0.420781647116823,-0.21673889769031,0.259770023810605,0
1,19,1.05429179591149,-1.65674425071806,-0.420781647116823,-0.21673889769031,-0.240442465235116,0
1,21,1.35551802331477,-1.65674425071806,0.887789609814982,-1.26641702274273,1.56655171049226,0
1,21,1.35551802331477,-1.65674425071806,0.887789609814982,-1.26641702274273,2.04856976208989,0
1,21,1.35551802331477,-1.65674425071806,0.887789609814982,-1.26641702274273,-0.123933538488281,0
1,22,1.50613113701642,-1.65674425071806,0.100606045305167,-1.15164544649718,1.04070672278794,0
1,22,1.50613113701642,-1.65674425071806,0.100606045305167,-1.15164544649718,1.78014427632482,1
1,23,1.65674425071806,-1.65674425071806,-0.351446914614933,-0.0603588833366327,-0.724446493015497,0
1,23,1.65674425071806,-1.65674425071806,-0.351446914614933,-0.0603588833366327,0.0133566053182031,0
1,24,-1.65674425071806,-1.50613113701641,-1.48277294500632,0.348555468113723,-1.25770873018765,0
1,24,-1.65674425071806,-1.50613113701641,-1.48277294500632,0.348555468113723,0.628996789419795,0
1,24,-1.65674425071806,-1.50613113701641,-1.48277294500632,0.348555468113723,-0.492634111924481,0
1,25,-1.50613113701641,-1.50613113701641,-0.0344807374241134,-0.0738884723718162,-1.0342124955631,0
1,25,-1.50613113701641,-1.50613113701641,-0.0344807374241134,-0.0738884723718162,-1.64964694408568,0
1,25,-1.50613113701641,-1.50613113701641,-0.0344807374241134,-0.0738884723718162,0.0162108887189434,0
1,25,-1.50613113701641,-1.50613113701641,-0.0344807374241134,-0.0738884723718162,-0.46213540613439,1
1,25,-1.50613113701641,-1.50613113701641,-0.0344807374241134,-0.0738884723718162,1.41337421397626,0
1,26,-1.35551802331477,-1.50613113701641,-0.667113222058826,-1.95745343221921,-0.398203864508268,0
1,27,-1.20490490961313,-1.50613113701641,-1.55388482988097,-1.76564502899885,-0.878267334952518,0
1,29,-0.903678682209849,-1.50613113701641,-0.107286326630866,0.0471289597531982,1.0634614520727,0
1,29,-0.903678682209849,-1.50613113701641,-0.107286326630866,0.0471289597531982,1.7166224398606,0
