"Year","Site","X1","X2","Occ"
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,1,-1.7031832941094,-1.7031832941094,0
1,2,-1.58771324027147,-1.7031832941094,1
1,2,-1.58771324027147,-1.7031832941094,0
1,2,-1.58771324027147,-1.7031832941094,0
1,2,-1.58771324027147,-1.7031832941094,0
1,3,-1.47224318643355,-1.7031832941094,0
1,3,-1.47224318643355,-1.7031832941094,0
1,3,-1.47224318643355,-1.7031832941094,0
1,3,-1.47224318643355,-1.7031832941094,0
1,5,-1.2413030787577,-1.7031832941094,0
1,5,-1.2413030787577,-1.7031832941094,0
1,5,-1.2413030787577,-1.7031832941094,0
1,6,-1.12583302491977,-1.7031832941094,0
1,6,-1.12583302491977,-1.7031832941094,0
1,7,-1.01036297108185,-1.7031832941094,0
1,7,-1.01036297108185,-1.7031832941094,0
1,9,-0.779422863405995,-1.7031832941094,0
1,9,-0.779422863405995,-1.7031832941094,0
1,9,-0.779422863405995,-1.7031832941094,0
1,9,-0.779422863405995,-1.7031832941094,0
1,10,-0.66395280956807,-1.7031832941094,0
1,11,-0.548482755730145,-1.7031832941094,0
1,12,-0.433012701892219,-1.7031832941094,0
1,13,-0.317542648054294,-1.7031832941094,0
1,14,-0.202072594216369,-1.7031832941094,0
1,14,-0.202072594216369,-1.7031832941094,1
1,16,0.0288675134594812,-1.7031832941094,0
1,16,0.0288675134594812,-1.7031832941094,0
1,16,0.0288675134594812,-1.7031832941094,0
1,17,0.144337567297406,-1.7031832941094,0
1,17,0.144337567297406,-1.7031832941094,0
1,19,0.375277674973257,-1.7031832941094,0
1,19,0.375277674973257,-1.7031832941094,0
1,20,0.490747728811182,-1.7031832941094,0
1,20,0.490747728811182,-1.7031832941094,0
1,21,0.606217782649107,-1.7031832941094,1
1,22,0.721687836487032,-1.7031832941094,0
1,22,0.721687836487032,-1.7031832941094,0
1,22,0.721687836487032,-1.7031832941094,0
1,22,0.721687836487032,-1.7031832941094,0
1,23,0.837157890324957,-1.7031832941094,0
1,24,0.952627944162883,-1.7031832941094,0
1,25,1.06809799800081,-1.7031832941094,0
1,25,1.06809799800081,-1.7031832941094,0
1,25,1.06809799800081,-1.7031832941094,1
1,26,1.18356805183873,-1.7031832941094,0
1,26,1.18356805183873,-1.7031832941094,0
1,26,1.18356805183873,-1.7031832941094,1
1,26,1.18356805183873,-1.7031832941094,0
1,26,1.18356805183873,-1.7031832941094,1
1,27,1.29903810567666,-1.7031832941094,0
1,27,1.29903810567666,-1.7031832941094,0
1,27,1.29903810567666,-1.7031832941094,0
1,27,1.29903810567666,-1.7031832941094,0
1,28,1.41450815951458,-1.7031832941094,1
1,29,1.52997821335251,-1.7031832941094,0
1,30,1.64544826719043,-1.7031832941094,0
1,30,1.64544826719043,-1.7031832941094,0
1,30,1.64544826719043,-1.7031832941094,0
1,30,1.64544826719043,-1.7031832941094,0
1,32,-1.52997821335251,-1.64544826719043,0
1,34,-1.29903810567666,-1.64544826719043,0
1,34,-1.29903810567666,-1.64544826719043,0
1,36,-1.06809799800081,-1.64544826719043,0
1,37,-0.952627944162883,-1.64544826719043,0
1,37,-0.952627944162883,-1.64544826719043,0
1,38,-0.837157890324957,-1.64544826719043,0
1,38,-0.837157890324957,-1.64544826719043,0
1,38,-0.837157890324957,-1.64544826719043,0
1,39,-0.721687836487032,-1.64544826719043,0
1,39,-0.721687836487032,-1.64544826719043,0
1,39,-0.721687836487032,-1.64544826719043,0
1,39,-0.721687836487032,-1.64544826719043,0
1,40,-0.606217782649107,-1.64544826719043,1
1,41,-0.490747728811182,-1.64544826719043,0
1,41,-0.490747728811182,-1.64544826719043,0
1,42,-0.375277674973257,-1.64544826719043,0
1,42,-0.375277674973257,-1.64544826719043,0
1,42,-0.375277674973257,-1.64544826719043,0
1,43,-0.259807621135332,-1.64544826719043,0
1,43,-0.259807621135332,-1.64544826719043,0
1,44,-0.144337567297406,-1.64544826719043,0
1,44,-0.144337567297406,-1.64544826719043,0
1,45,-0.0288675134594812,-1.64544826719043,0
1,45,-0.0288675134594812,-1.64544826719043,0
1,45,-0.0288675134594812,-1.64544826719043,0
1,48,0.317542648054294,-1.64544826719043,1
1,48,0.317542648054294,-1.64544826719043,0
1,48,0.317542648054294,-1.64544826719043,1
1,48,0.317542648054294,-1.64544826719043,0
1,48,0.317542648054294,-1.64544826719043,0
1,49,0.433012701892219,-1.64544826719043,0
1,50,0.548482755730145,-1.64544826719043,0
1,50,0.548482755730145,-1.64544826719043,0
1,50,0.548482755730145,-1.64544826719043,0
1,51,0.66395280956807,-1.64544826719043,0
1,52,0.779422863405995,-1.64544826719043,0
1,52,0.779422863405995,-1.64544826719043,0
1,54,1.01036297108185,-1.64544826719043,0
1,54,1.01036297108185,-1.64544826719043,0
1,55,1.12583302491977,-1.64544826719043,0
1,55,1.12583302491977,-1.64544826719043,0
1,55,1.12583302491977,-1.64544826719043,0
1,56,1.2413030787577,-1.64544826719043,0
1,56,1.2413030787577,-1.64544826719043,1
1,57,1.35677313259562,-1.64544826719043,0
1,57,1.35677313259562,-1.64544826719043,0
1,58,1.47224318643355,-1.64544826719043,0
1,58,1.47224318643355,-1.64544826719043,0
1,60,1.7031832941094,-1.64544826719043,0
1,61,-1.7031832941094,-1.58771324027147,0
1,62,-1.58771324027147,-1.58771324027147,1
1,62,-1.58771324027147,-1.58771324027147,0
1,62,-1.58771324027147,-1.58771324027147,0
1,62,-1.58771324027147,-1.58771324027147,0
1,62,-1.58771324027147,-1.58771324027147,0
1,63,-1.47224318643355,-1.58771324027147,0
1,63,-1.47224318643355,-1.58771324027147,0
1,63,-1.47224318643355,-1.58771324027147,0
1,63,-1.47224318643355,-1.58771324027147,0
1,64,-1.35677313259562,-1.58771324027147,0
1,64,-1.35677313259562,-1.58771324027147,0
1,65,-1.2413030787577,-1.58771324027147,0
1,65,-1.2413030787577,-1.58771324027147,0
1,65,-1.2413030787577,-1.58771324027147,0
1,67,-1.01036297108185,-1.58771324027147,0
1,67,-1.01036297108185,-1.58771324027147,0
1,67,-1.01036297108185,-1.58771324027147,0
1,67,-1.01036297108185,-1.58771324027147,0
1,67,-1.01036297108185,-1.58771324027147,0
1,68,-0.89489291724392,-1.58771324027147,0
1,68,-0.89489291724392,-1.58771324027147,0
1,69,-0.779422863405995,-1.58771324027147,0
1,69,-0.779422863405995,-1.58771324027147,0
1,70,-0.66395280956807,-1.58771324027147,0
1,70,-0.66395280956807,-1.58771324027147,0
1,72,-0.433012701892219,-1.58771324027147,0
1,72,-0.433012701892219,-1.58771324027147,0
1,72,-0.433012701892219,-1.58771324027147,0
1,72,-0.433012701892219,-1.58771324027147,0
1,72,-0.433012701892219,-1.58771324027147,1
1,74,-0.202072594216369,-1.58771324027147,1
1,74,-0.202072594216369,-1.58771324027147,1
1,74,-0.202072594216369,-1.58771324027147,1
1,75,-0.0866025403784438,-1.58771324027147,0
1,75,-0.0866025403784438,-1.58771324027147,0
1,75,-0.0866025403784438,-1.58771324027147,0
1,76,0.0288675134594812,-1.58771324027147,1
1,78,0.259807621135332,-1.58771324027147,0
1,78,0.259807621135332,-1.58771324027147,0
1,80,0.490747728811182,-1.58771324027147,0
1,80,0.490747728811182,-1.58771324027147,0
1,80,0.490747728811182,-1.58771324027147,0
1,81,0.606217782649107,-1.58771324027147,0
1,82,0.721687836487032,-1.58771324027147,1
1,82,0.721687836487032,-1.58771324027147,0
1,82,0.721687836487032,-1.58771324027147,0
1,84,0.952627944162883,-1.58771324027147,0
1,84,0.952627944162883,-1.58771324027147,0
1,86,1.18356805183873,-1.58771324027147,0
1,86,1.18356805183873,-1.58771324027147,0
1,87,1.29903810567666,-1.58771324027147,0
1,89,1.52997821335251,-1.58771324027147,0
1,89,1.52997821335251,-1.58771324027147,0
1,89,1.52997821335251,-1.58771324027147,0
1,89,1.52997821335251,-1.58771324027147,0
1,90,1.64544826719043,-1.58771324027147,0
1,90,1.64544826719043,-1.58771324027147,0
1,91,-1.64544826719043,-1.52997821335251,0
1,92,-1.52997821335251,-1.52997821335251,0
1,92,-1.52997821335251,-1.52997821335251,0
1,93,-1.41450815951458,-1.52997821335251,0
1,94,-1.29903810567666,-1.52997821335251,0
1,94,-1.29903810567666,-1.52997821335251,0
1,95,-1.18356805183873,-1.52997821335251,0
1,95,-1.18356805183873,-1.52997821335251,0
1,95,-1.18356805183873,-1.52997821335251,1
1,96,-1.06809799800081,-1.52997821335251,0
1,97,-0.952627944162883,-1.52997821335251,0
1,97,-0.952627944162883,-1.52997821335251,0
1,99,-0.721687836487032,-1.52997821335251,0
1,100,-0.606217782649107,-1.52997821335251,1
1,100,-0.606217782649107,-1.52997821335251,0
1,101,-0.490747728811182,-1.52997821335251,0
1,101,-0.490747728811182,-1.52997821335251,0
1,101,-0.490747728811182,-1.52997821335251,0
1,101,-0.490747728811182,-1.52997821335251,0
1,102,-0.375277674973257,-1.52997821335251,0
1,102,-0.375277674973257,-1.52997821335251,0
1,103,-0.259807621135332,-1.52997821335251,0
1,103,-0.259807621135332,-1.52997821335251,0
1,103,-0.259807621135332,-1.52997821335251,0
1,104,-0.144337567297406,-1.52997821335251,0
1,104,-0.144337567297406,-1.52997821335251,0
1,105,-0.0288675134594812,-1.52997821335251,0
1,105,-0.0288675134594812,-1.52997821335251,0
1,105,-0.0288675134594812,-1.52997821335251,1
1,105,-0.0288675134594812,-1.52997821335251,0
1,106,0.086602540378444,-1.52997821335251,0
1,106,0.086602540378444,-1.52997821335251,0
1,107,0.202072594216369,-1.52997821335251,1
1,107,0.202072594216369,-1.52997821335251,0
1,107,0.202072594216369,-1.52997821335251,0
1,107,0.202072594216369,-1.52997821335251,0
1,107,0.202072594216369,-1.52997821335251,0
1,108,0.317542648054294,-1.52997821335251,1
1,109,0.433012701892219,-1.52997821335251,0
1,109,0.433012701892219,-1.52997821335251,0
1,110,0.548482755730145,-1.52997821335251,0
1,112,0.779422863405995,-1.52997821335251,1
1,112,0.779422863405995,-1.52997821335251,0
1,112,0.779422863405995,-1.52997821335251,0
1,112,0.779422863405995,-1.52997821335251,0
1,115,1.12583302491977,-1.52997821335251,0
1,116,1.2413030787577,-1.52997821335251,0
1,116,1.2413030787577,-1.52997821335251,0
1,116,1.2413030787577,-1.52997821335251,0
1,117,1.35677313259562,-1.52997821335251,0
1,117,1.35677313259562,-1.52997821335251,0
1,119,1.58771324027147,-1.52997821335251,0
1,119,1.58771324027147,-1.52997821335251,0
1,119,1.58771324027147,-1.52997821335251,0
1,120,1.7031832941094,-1.52997821335251,0
1,120,1.7031832941094,-1.52997821335251,1
1,121,-1.7031832941094,-1.47224318643355,0
1,121,-1.7031832941094,-1.47224318643355,0
1,121,-1.7031832941094,-1.47224318643355,0
1,122,-1.58771324027147,-1.47224318643355,0
1,122,-1.58771324027147,-1.47224318643355,0
1,122,-1.58771324027147,-1.47224318643355,0
1,122,-1.58771324027147,-1.47224318643355,0
1,122,-1.58771324027147,-1.47224318643355,0
1,123,-1.47224318643355,-1.47224318643355,0
1,124,-1.35677313259562,-1.47224318643355,0
1,124,-1.35677313259562,-1.47224318643355,0
1,125,-1.2413030787577,-1.47224318643355,0
1,126,-1.12583302491977,-1.47224318643355,0
1,126,-1.12583302491977,-1.47224318643355,0
1,127,-1.01036297108185,-1.47224318643355,0
1,128,-0.89489291724392,-1.47224318643355,0
1,129,-0.779422863405995,-1.47224318643355,0
1,129,-0.779422863405995,-1.47224318643355,0
1,129,-0.779422863405995,-1.47224318643355,0
